,Rotated_X,Rotated_Y
99,609.2521090139962,-765.4670911685215
100,457.4561755720679,-834.9148743620378
101,236.76921014846243,-953.1276625540113
102,28.882646696682546,-1102.3428653190415
103,-137.8301702638508,-1242.2994180812602
104,-241.26053484992485,-1344.5156578946667
105,-377.1634044021921,-1499.329772391567
106,-424.1037028358119,-1557.9011679952464
107,-537.9916831184248,-1713.3023518618668
108,-641.7676532667714,-1911.9441098579375
109,-732.4127749599603,-2156.4506780994207
110,-797.6295668576746,-2409.8116262634385
111,-829.1652202201209,-2577.1750110493695
112,-846.0654399046376,-2761.2358232137603
113,-845.8488030514781,-2885.9753641319226
114,-803.4429105687065,-3198.4409466890093
115,-763.059025753237,-3380.622564442313
116,-732.0324414918114,-3520.219667095157
117,-691.6140618467067,-3713.0313746931765
118,-651.4916338552988,-3901.610776463556
119,-595.2395121044557,-4219.487637525396
120,-552.8729483889938,-4490.843629312833
121,-546.7076175699365,-4680.379875703575
122,-576.0874606182941,-4787.341667117395
123,-658.938531498215,-4940.572538856906
124,-740.4478234281936,-5072.444580355753
125,-877.8159494359235,-5297.535668489256
126,-901.3995796499465,-5335.335303221991
127,-1077.376537816884,-5606.3650251978515
128,-1144.9161229732708,-5694.7302018055125
129,-1194.2192006987912,-5749.922651713007
130,-1294.467920691145,-5846.954575016086
131,-1347.4803905961821,-5889.647408543126
132,-1479.1654561338312,-5952.727068611528
133,-1610.5642378931307,-5959.080032657702
134,-1734.4552526175114,-5930.883996224131
135,-1863.9941757164195,-5872.603061070556
136,-2010.5016508931953,-5774.396341762119
137,-2107.9874981851267,-5708.203369493348
138,-2232.312443881746,-5633.254667853274
139,-2317.1310345827196,-5586.023251703632
140,-2396.6666582221337,-5543.384248756922
141,-2549.897529961644,-5460.533177877001
142,-2633.206701502172,-5414.61387978534
143,-2837.4273782134987,-5302.01319060642
144,-2994.431797854123,-5215.881824581546
145,-3144.0864227949846,-5133.489511628151
146,-3238.420286385157,-5081.961633929272
147,-3464.887648298238,-4955.32224831749
148,-3697.392686853101,-4823.434390473784
149,-3833.3983836283555,-4743.631818806715
150,-4018.6230093909194,-4628.993962881554
151,-4124.509312616534,-4554.173572684675
152,-4253.204543459334,-4437.000463319435
153,-4366.154357606361,-4301.714324028849
154,-4482.754242148984,-4114.229746197372
155,-4533.03350024556,-4013.5470952327796
156,-4604.483955355683,-3853.385200686804
157,-4670.454142301783,-3700.637256562188
158,-4717.911863179933,-3599.7573044951323
159,-4748.563838253043,-3546.611689209227
160,-4791.848575087476,-3485.13460764891
161,-4834.605564336112,-3441.3414589793756
162,-4898.622733274181,-3397.617299969111
163,-4943.639017325811,-3382.335475137539
164,-5026.908860099031,-3377.525767815527
165,-5128.380715473481,-3416.5188770383966
166,-5158.9540330119735,-3445.592443291791
167,-5185.655152098119,-3479.357073299351
168,-5209.761695960266,-3529.952276066239
169,-5221.926031919715,-3579.0035648430458
170,-5225.098008638087,-3645.1468832032397
171,-5222.2716374819865,-3675.4290830257096
172,-5198.895633511695,-3776.5753258545014
173,-5176.772425815461,-3839.5321656833025
174,-5148.315589823748,-3911.9697835716665
175,-5100.132820257337,-4033.355205747932
176,-5074.038763557524,-4102.413877940112
177,-5044.235314678195,-4183.972166512747
178,-4998.0848779203525,-4316.841038665183
179,-4944.841269349135,-4490.3262488311075
180,-4870.421629826696,-4753.770203503349
181,-4830.4371811538285,-4899.829245894866
182,-4821.671783907178,-4933.9491493400465
183,-4785.327737754558,-5088.76875504054
184,-4764.83742672429,-5199.331620207297
185,-4744.293285113691,-5442.442578918508
186,-4746.92784637092,-5587.228832019353
187,-4759.763400438299,-5748.322744231403
188,-4807.759851309431,-5974.252690683339
189,-4881.026659640883,-6153.040203661518
190,-4959.319812147505,-6290.358018494753
191,-5098.266346974951,-6492.876808880844
192,-5231.83609812728,-6670.919280154147
193,-5430.656478741039,-6888.966193116931
194,-5529.790381777876,-6981.667160041138
195,-5681.872598998153,-7107.841639256882
196,-5868.074719663611,-7242.781515719277
197,-6037.712558331477,-7351.045100049813
198,-6227.101157528329,-7460.689792097601
199,-6492.962379338721,-7601.908809009225
200,-6649.908134461341,-7678.805037453736
201,-6810.168679558549,-7748.844723954647
202,-6945.104379349189,-7795.848520843944
203,-7068.788425095759,-7831.4330234786685
204,-7275.969275609972,-7879.235692653172
205,-7434.3009723875175,-7905.901659643763
206,-7725.116606987917,-7923.402135979183
207,-7870.657569668985,-7920.1115156929645
208,-8112.693040191987,-7895.215110155042
209,-8224.706002735269,-7874.694480966892
210,-8476.853483392537,-7806.557501299519
211,-8679.78686900017,-7742.776304965306
212,-8805.221797714634,-7702.638060629039
213,-8929.245957819881,-7662.4011657415385
214,-9088.115070058573,-7610.424197991481
215,-9260.633110462868,-7555.857488955097
216,-9386.428146552624,-7520.706260026691
217,-9699.830580713458,-7448.346642407027
218,-10045.375073357152,-7443.44729514321
219,-10195.43462564421,-7497.1793225329175
220,-10296.738840808157,-7558.843380054431
221,-10416.343719124567,-7662.899485511616
222,-10470.337860604253,-7721.964133871456
223,-10585.015045296725,-7866.07916886437
224,-10696.012498701639,-8042.543231317958
225,-10755.344095089134,-8167.193789560234
226,-10804.27256362634,-8308.837726834669
227,-10824.566230820064,-8403.822815516158
228,-10830.786706751289,-8487.191308840609
229,-10800.57415385401,-8665.831174624898
230,-10777.632080855956,-8720.224752247188
231,-10740.153224731204,-8789.904988638722
232,-10646.169800640979,-8907.378883595333
233,-10587.401103934835,-8957.14071924738
234,-10514.524721136557,-9005.916049387104
235,-10377.438702235422,-9070.757574830584
236,-10288.160843712383,-9100.665165464738
237,-10119.288039766005,-9133.512936885165
238,-10019.646382159985,-9139.304315781827
239,-9891.527895545638,-9136.724899636765
240,-9749.13891656633,-9125.350425353094
241,-9629.060778510371,-9109.156575872063
242,-9380.770337226508,-9061.314577930249
243,-9240.418524993442,-9030.944052697816
244,-8953.711718715162,-8964.821384620152
245,-8847.874412132205,-8937.573182197515
246,-8712.149507931706,-8901.855534181923
247,-8588.366811633905,-8867.681800156413
248,-8368.262081642346,-8801.963402159026
249,-8256.520243798474,-8767.922813514386
250,-8074.308965153208,-8707.689517618697
251,-7962.863078963033,-8669.416623146413
252,-7736.1336029599715,-8586.931808111298
253,-7593.882603299204,-8533.036974448763
254,-7351.5705168732,-8440.24768211459
255,-7238.649706352214,-8392.656815855573
256,-7067.201662932533,-8320.417156335592
257,-6781.357884661054,-8191.268658769858
258,-6540.9201587084635,-8071.674762860634
259,-6330.468680924645,-7959.139543935148
260,-6218.534375915981,-7897.440991583997
261,-6093.084288122579,-7826.2913220652445
262,-5926.1348412922725,-7730.265897291102
263,-5772.89847834917,-7640.870052466136
264,-5591.7771897051325,-7534.638800944168
265,-5381.360206750949,-7411.473492173967
266,-5142.9596475446,-7272.883545315979
267,-5129.345214208629,-7264.84319675759
268,-4904.100330411725,-7130.717351659341
269,-4705.985662735532,-7014.082972287084
270,-4564.395556041428,-6930.463347279838
271,-4445.900660742861,-6861.21769912646
272,-4369.561183510188,-6817.602515808694
273,-4140.182644436877,-6681.769950447536
274,-3997.1817691335605,-6598.051674889058
275,-3782.073722425211,-6471.014167666511
276,-3609.777152811748,-6370.361834859799
277,-3363.962643184039,-6226.291619837787
278,-3089.607148826405,-6064.631288538551
279,-2959.56464783007,-5988.19865195824
280,-2814.5955954397814,-5902.216247659093
281,-2625.961705823153,-5791.915496582314
282,-2407.3760628673867,-5663.925978677081
283,-2175.1759865756485,-5527.896112213457
284,-2145.8802922655022,-5510.9620549652245
285,-1918.8693664217649,-5341.271042982947
286,-1820.6923080052889,-5214.612978886388
287,-1702.0291152302989,-4965.311862401833
288,-1646.900163778482,-4821.107844733035
289,-1582.8871715121688,-4631.626086188543
290,-1547.0798835547741,-4505.076340518565
291,-1474.7250998727823,-4161.194405432798
292,-1429.707501289313,-3771.0233970047266
293,-1420.4723637089514,-3457.0732222414817
294,-1428.5120550014212,-3240.732372275689
295,-1433.7798629840404,-3124.852045217736
296,-1444.5176139894172,-2859.7903529584682
297,-1455.8079395348782,-2627.3736398135707
298,-1477.377915425109,-2329.0454042405786
299,-1497.6999289789553,-2038.427070742643
300,-1507.4663335509495,-1898.7609784305284
301,-1513.9131142106821,-1796.4309289869493
302,-1515.935121877984,-1666.1469641831663
303,-1507.7857976270961,-1539.4047513483974
304,-1491.0338824023872,-1454.5909945850979
305,-1464.209285810721,-1371.9082211815987
306,-1415.6015958815003,-1276.3608900846773
307,-1367.4478299411319,-1214.869306711339
308,-1340.8108665765826,-1190.3239979392813
309,-1276.216296144142,-1151.0742658300233
310,-1223.3962934038957,-1136.0393960094912
311,-1104.0728649281605,-1119.189487499469
312,-1002.7638158265396,-1088.0049309028877
313,-964.7420530370518,-1064.0811863301853
314,-909.4012986697493,-1014.1372086546147
315,-859.3138504720447,-939.7514066958923
316,-828.6170554280321,-861.7596970465593
317,-816.7831659519152,-797.8460125973972
318,-814.5928608081914,-748.0745090700034
319,-818.0504640389943,-668.2181068226048
320,-821.996486088285,-611.7873624540736
321,-823.9198432043546,-482.9141662595039
322,-818.2912705805228,-391.08106127977305
323,-802.1312586632075,-297.8026928611937
324,-743.16460358868,-147.65964910184493
325,-707.0516961022406,-86.30121110937432
326,-626.2281240932143,24.966709729031546
327,-483.2714114948807,180.27407698209336
328,-270.46682229450886,350.3893520612614
329,-113.4914062799271,447.1349915859913
330,124.22343300546991,565.1208177835387
331,271.5600986253324,617.2447754615666
332,361.12424092672103,644.0638808496402
333,618.0421001386933,700.3063347251353
334,827.09731112632,721.3044003245864
335,941.3695684725957,729.2950949744
336,1113.8779410015447,735.687387787883
337,1235.13988567229,734.9520139583552
338,1459.3237830940075,732.1988091332805
339,1610.4091696606959,730.7135596612037
